KEY;KOD;Ülke;Yýl;GFCF (Yatýrým);FDI (Yabancý Yatýrým);CPI (Enflasyon);Unemployment (Ýþsizlik);Current_Account (Cari Denge);Exchange_Rate (Kur);Govt_Exp (Devlet Harcamasý);Pop_Growth (Nüfus Artýþý);Export_GDP (Ýhracat);GDP_Growth (TARGET - Tahmin edilecek sütun);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_2014;ESP;Spain;2014;2,48857E+11;-1,045439264;100,633;24.441;1,735950073;0,752728197;45,056;-0,308309722;33,21933993;1,520485936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_2014;SWE;Sweden;2014;1,31105E+11;2,890846324;99,302;7.954;3,44736841;6,860785;50,71;0,992219729;43,4587324;2,295772388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_2014;CHE;Switzerland;2014;1,91938E+11;1,22145318;100,915;4.826;7,45768732;0,916151047;32,175;1,220103973;65,33727012;2,349881415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_2014;THA;Thailand;2014;1,00455E+11;1,908704457;91,207;0.576;2,858284099;32,47983333;22,187;0,530129864;68,39413516;0,984468864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_2014;GBR;United Kingdom;2014;5,30005E+11;1,435021307;99,96;6.398;-4,977869818;0,607729627;41,184;0,747135715;28,53200901;3,160173515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_2014;USA;United States;2014;3,59552E+12;4,247550101;236,715;6.168;-2,108055052;1;35,324;0,796023798;13,55243772;2,523819814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_2014;ISL;Iceland;2014;3070210657;3,835101534;149,167;4.897;4,945364633;116,7673525;45,359;1,112504755;50,91370051;1,913816091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_2014;CZE;Czechia;2014;52181187523;5,438510318;99,667;6.108;0,217020094;20,7575;42,308;0,105277582;81,35103521;2,245212199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_2014;PRT;Portugal;2014;34766599825;0,817478468;99,495;13.88;0,315317528;0,752728197;51,659;-0,539190467;40,18509058;0,741391421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_2014;NGA;Nigeria;2014;EKSÝK VERÝ;1,415301423;21,37;4.562;0,157882534;158,5526417;9,491;2,642213994;EKSÝK VERÝ;6,309718655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_2014;TUR;Turkiye;2014;2,74074E+11;0,884000463;242,02;9.912;-3,407462599;2,188542418;32,502;1,3490889;25,81732469;4,600794473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_2015;AFG;Afghanistan;2015;EKSÝK VERÝ;3,456117831;101,296;EKSÝK VERÝ;-21,91265734;61,14346154;25,947;3,119959241;EKSÝK VERÝ;1,451314661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_2015;AUS;Australia;2015;3,54281E+11;1,977134618;107,65;6.054;-4,295064395;1,331090262;37,263;1,439216653;19,98464545;2,164347806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_2015;ARG;Argentina;2015;92571210122;-1,804095111;EKSÝK VERÝ;EKSÝK VERÝ;-2,962926665;9,233185525;41,366;1,047258887;10,70565205;2,731159828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_2015;AUT;Austria;2015;86900730958;1,450782455;121,511;5.802;1,588326801;0,901296423;51,216;1,120992502;53,39601227;1,303523318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_2015;BGD;Bangladesh;2015;56371394512;-4,232614104;194,896;EKSÝK VERÝ;1,321888719;77,94690833;11,503;0,893819378;17,33667379;6,552639878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_2015;BEL;Belgium;2015;1,06741E+11;3,592149731;100;8.482;1,380179085;0,901296423;53,881;0,579446242;77,87773922;1,474164337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA_2015;BRA;Brazil;2015;3,21439E+11;3,853894537;2,84004E+13;8.538;-3,518392073;3,326904383;46,191;0,791721774;12,90019142;-3,545763393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAN_2015;CAN;Canada;2015;3,71236E+11;2,149572847;126,567;6.945;-3,513987167;1,278786204;40,018;0,760300145;31,84996096;0,649971002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN_2015;CHN;China;2015;4,6947E+12;7,327803487;100;EKSÝK VERÝ;2,597527949;6,227488673;31,012;0,581456147;20,93906422;6,978780027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_2015;CHL;Chile;2015;61753005220;3,959398549;92,157;6.605;-2,735068216;654,1240843;25,028;1,021566689;29,19107949;2,1519425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL_2015;COL;Colombia;2015;68603201438;2,102581284;85,57;8.572;-6,372304422;2741,781667;31,277;0,864942377;15,65021151;2,955901375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_2015;EGY;Egypt, Arab Rep.;2015;44973045822;-3,069105193;53,367;13.052;-5,235291379;7,691258333;31,265;2,098925548;13,18384549;4,372019078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EST_2015;EST;Estonia;2015;5606905641;0,610750678;100;6.412;1,463273609;0,901296423;39,256;0,06555253;76,03446023;1,838152629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNK_2015;DNK;Denmark;2015;59757055661;1,76596183;100;6.278;8,033101193;6,727906831;54,418;0,70642385;55,81432157;2,104414564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_2015;FRA;France;2015;5,02171E+11;7,538005429;99,998;10.354;-0,334528437;0,901296423;57,595;0,35556924;31,69349473;1,066754748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_2015;FIN;Finland;2015;49953598875;1,822399381;100;9.376;-0,912485504;0,901296423;55,743;0,329383886;35,78157113;0,466503766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_2015;DEU;Germany;2015;6,7638E+11;0,65218463;99,992;4.612;8,09671429;0,901296423;44,486;0,865702644;42,58539762;1,663006023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_2015;GRC;Greece;2015;21715847853;-4,36725591;118,557;24.981;-0,828192198;0,901296423;51,854;-0,658861361;32,1863593;-0,228301892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_2015;HUN;Hungary;2015;27921555852;2,092115214;111,364;6.813;2,118560595;279,3325;50,354;-0,359466253;87,43488414;3,659816154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_2015;IND;India;2015;6,04427E+11;2,297616394;124,683;EKSÝK VERÝ;-1,067549072;64,15194446;27,059;1,192855634;19,81318916;7,996253786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_2015;IDN;Indonesia;2015;2,82463E+11;74,81692615;81,187;4.514;-2,035041927;13389,41294;17,602;1,122339818;21,16017926;4,8763223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_2015;IRL;Ireland;2015;73355005397;3,735532718;99,983;9.908;6,172038302;0,901296423;28,07;0,944845307;126,687522;24,62398564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_2015;ISR;Israel;2015;64495623172;0,720886368;87,23;5.176;4,578154648;3,886833333;37,565;1,981288976;30,8618662;2,237603175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_2015;ITA;Italy;2015;3,15216E+11;0,118161988;99,992;11.896;1,233266525;0,901296423;50,244;-0,151143561;29,14411105;0,885667635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_2015;JPN;Japan;2015;1,10996E+12;3,085432583;98,223;3.385;3,070279659;121,0440257;37,295;-0,106124994;17,43675984;1,560626697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_2015;LVA;Latvia;2015;5876839032;0,266636383;100,002;9.873;-0,126358312;0,901296423;38,696;-0,818626341;62,59556256;3,783367121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_2015;KOR;Korea, Rep.;2015;4,49143E+11;3,270944029;94,861;3.546;6,829376293;1130,9525;18,8;0,527288497;40,96813145;2,920292673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_2015;MYS;Malaysia;2015;77947479115;2,987827803;112,808;3.1;3,008918501;3,905500263;24,708;1,733194456;69,4486909;5,091532422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2015;MEX;Mexico;2015;2,8105E+11;2,946111084;87,655;4.311;-2,599176282;15,84826667;26,557;1,069563762;34,16277269;2,702323426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_2015;MAR;Morocco;2015;28563811941;48,47061963;97,7;9.46;-1,956907751;9,76434828;28,492;1,170756399;29,99585389;4,344582976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_2015;NLD;Netherlands;2015;1,69165E+11;-0,041168826;99,992;6.872;4,848370595;0,901296423;45,252;0,443220089;83,99184753;2,120605239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_2015;NZL;New Zealand;2015;40831953137;0,557734356;140,19;5.407;-2,616213311;1,433975;37,196;2,036033909;27,93374783;3,690369084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_2015;PAK;Pakistan;2015;42297657563;1,840180107;#YOK;3.566;-0,934446742;102,7692716;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_2015;PHL;Philippines;2015;68127953251;3,29546178;91,183;3.068;2,37094986;45,50283994;17,786;1,478753843;27,20805724;6,348309717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_2015;POL;Poland;2015;97168059424;0,502607961;169,111;7.475;-1,325475557;3,7695;41,496;-0,066641101;47,16163673;4,431767003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_2015;RUS;Russian Federation;2015;2,81035E+11;0,572622098;100;5.615;4,970888574;60,93765011;35,273;0,279352078;28,70338944;-1,972719226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_2015;SAU;Saudi Arabia;2015;2,02595E+11;4,050968483;96,431;5.6;-7,938182815;3,75;38,507;5,186855519;31,44013162;4,655123167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN_2015;SVN;Slovenia;2015;8079627092;1,704871225;100,001;8.962;4,118446076;0,901296423;49,495;0,075190689;77,66417014;2,393306213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK_2015;SVK;Slovak Republic;2015;21688451760;0,438735792;100,003;11.492;-2,051038164;0,901296423;44,126;0,095033879;90,69384962;5,176879097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF_2015;ZAF;South Africa;2015;62438804199;1,971316928;63,817;25.149;-4,310286886;12,75893088;30,164;2,009888402;27,71363841;1,321862237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_2015;ESP;Spain;2015;2,20715E+11;1,949267075;100;22.057;2,036974295;0,901296423;43,683;-0,082749238;33,29868496;4,060866725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_2015;SWE;Sweden;2015;1,16578E+11;17,39220149;100;7.432;2,716945862;8,434840833;49,358;1,057454686;43,71146243;4,388246736;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_2015;CHE;Switzerland;2015;1,83325E+11;2,22468549;99,763;4.801;9,192524367;0,962381328;32,478;1,138337152;63,82895575;1,644627508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_2015;THA;Thailand;2015;98431904235;1,539034242;90,388;0.597;6,915815172;34,24771667;22,278;0,460976294;67,63669027;3,134047249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_2015;GBR;United Kingdom;2015;5,2873E+11;2,809147629;100;5.552;-4,917004893;0,654545479;40,425;0,721624003;27,87907362;2,1404056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_2015;USA;United States;2015;3,77779E+12;6,473084315;237,002;5.28;-2,243472123;1;35,031;0,797904713;12,47181925;2,945550455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_2015;ISL;Iceland;2015;3383935336;0,898913492;151,6;3.979;6,302353096;131,9187084;43,024;1,041940387;51,33477444;3,768590238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_2015;CZE;Czechia;2015;48556166472;0,635222053;99,975;5.048;0,446971206;24,59875;41,697;0,196588748;80,01256714;4,958758489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_2015;PRT;Portugal;2015;31157636125;0,621501637;100;12.405;0,508297093;0,901296423;48,216;-0,414141102;40,68766641;1,589798037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_2015;NGA;Nigeria;2015;EKSÝK VERÝ;2,225752649;23,296;4.311;-3,131401012;192,4403333;7,847;2,536173486;EKSÝK VERÝ;2,652693295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_2015;TUR;Turkiye;2015;2,59741E+11;0,516606085;260,585;10.302;-2,467358255;2,720008528;32,422;1,33411577;25,28078458;5,805573866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_2016;AFG;Afghanistan;2016;EKSÝK VERÝ;3,546603418;105,736;EKSÝK VERÝ;-14,95019519;67,86608577;28,029;2,535719918;EKSÝK VERÝ;2,260314203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_2016;AUS;Australia;2016;3,06339E+11;0,584748941;109,025;5.714;-3,602131049;1,345213976;37,293;1,561940498;19,20314388;2,755640655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_2016;ARG;Argentina;2016;79573035277;-7,239899042;168,27;EKSÝK VERÝ;-2,709221684;14,75817509;41,522;0,968911126;12,52709517;-2,080327844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_2016;AUT;Austria;2016;91815412687;0,87952834;122,693;6.064;2,57148777;0,903421436;50,64;1,081396299;52,66340208;2,117219645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_2016;BGD;Bangladesh;2016;80203267393;12,13194202;206,427;4.35;0,351171861;78,46809167;11,601;0,892432416;13,92120448;7,113478213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_2016;BEL;Belgium;2016;1,11548E+11;4,137378538;101,772;7.83;0,558076935;0,903421436;53,378;0,506300002;79,61813171;1,19350273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA_2016;BRA;Brazil;2016;2,78769E+11;2,238350121;3,08825E+13;11.58;-1,700113602;3,491313422;45,503;0,76197267;12,46667904;-3,275916906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAN_2016;CAN;Canada;2016;3,47961E+11;1,525394703;128,375;7.038;-3,093111447;1,325615164;40,753;1,13153974;31,50257241;1,038550925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN_2016;CHN;China;2016;4,7062E+12;4,557074882;102,004;EKSÝK VERÝ;1,670187096;6,644477829;31,692;0,573050906;19,20365074;6,775555628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_2016;CHL;Chile;2016;60164914964;4,901645729;95,647;6.926;-2,620658524;676,957736;25,367;1,209415437;27,92315811;1,753038749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL_2016;COL;Colombia;2016;62564990484;2,438562781;91,994;8.922;-4,451950678;3055,255;29,994;0,990548549;14,71713928;2,087382502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_2016;EGY;Egypt, Arab Rep.;2016;48098159509;3,769232561;58,817;12.45;-6,164659519;10,02540079;30,968;2,034682949;10,34546394;4,346643456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EST_2016;EST;Estonia;2016;5881114601;2,499831698;100,8;6.882;0,996247381;0,903421436;38,904;0,029112226;75,47686216;3,093019208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNK_2016;DNK;Denmark;2016;65510992907;1,442003214;100,017;5.989;7,153524138;6,731718257;52,352;0,780392644;53,7439529;3,073045492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_2016;FRA;France;2016;5,1684E+11;2,189519649;100,305;10.057;-0,538632352;0,903421436;57,379;0,263868789;31,49821007;0,860031075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_2016;FIN;Finland;2016;55044077995;1,643658401;100,389;8.818;-1,982138961;0,903421436;55,104;0,287421402;35,33333024;2,571934149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_2016;DEU;Germany;2016;7,08908E+11;1,39750554;100,358;4.104;8,902360368;0,903421436;44,731;0,807218539;41,63554195;2,222222163;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_2016;GRC;Greece;2016;21952203262;53,84676368;118,573;23.514;-1,688816363;0,903421436;50,292;-0,415913028;31,17936022;-0,031794768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_2016;HUN;Hungary;2016;25297238832;1,937364122;111,806;5.115;4,402340473;281,5233333;46,663;-0,388598015;86,11146346;2,438641413;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_2016;IND;India;2016;6,46867E+11;0,487372471;130,325;EKSÝK VERÝ;-0,527880606;67,19531281;27,233;1,191629664;19,15823491;8,256305502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_2016;IDN;Indonesia;2016;3,03585E+11;26,12535904;84,053;4.301;-1,819150893;13308,3268;16,92;1,0744882;19,08899385;5,033069183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_2016;IRL;Ireland;2016;1,04185E+11;3,723663982;99,8;8.374;-1,191612695;0,903421436;27,515;1,284054851;129,1784338;1,222716611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_2016;ISR;Israel;2016;72536965812;1,359573509;86,755;4.723;3,161946102;3,840566667;37,907;1,960348962;29,69600894;4,459782719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_2016;ITA;Italy;2016;3,26347E+11;0,818481615;99,942;11.688;2,46140246;0,903421436;48,98;-0,190090486;28,79874889;1,236221085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_2016;JPN;Japan;2016;1,23894E+12;1,236935052;98,101;3.132;3,938091284;108,7929;37,229;-0,051137415;16,05796924;0,753826746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_2016;LVA;Latvia;2016;5469487220;0,766507046;100,101;9.643;1,756573658;0,903421436;37,413;-0,913885332;61,92841964;2,55168602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_2016;KOR;Korea, Rep.;2016;4,71633E+11;4,471309586;95,783;3.65;6,201036496;1160,7675;18,507;0,396851823;38,11298756;3,17152749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_2016;MYS;Malaysia;2016;76873875531;3,497424211;115,15;3.44;2,367685913;4,148300663;22,858;1,767310548;66,77544545;4,449781398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_2016;MEX;Mexico;2016;2,63908E+11;1,930005403;90,127;3.853;-2,273111983;18,66405833;26,523;0,969124205;36,81567725;1,772493238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_2016;MAR;Morocco;2016;32003137199;34,79185475;99,2;9.3;-3,746131745;9,807476032;28,611;1,194507263;30,73459514;0,521185506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_2016;NLD;Netherlands;2016;1,53806E+11;1,061930391;100,105;6.007;7,145886693;0,903421436;43,917;0,53217888;80,90950116;2,42428573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_2016;NZL;New Zealand;2016;42779624441;0,821349998;141,095;5.145;-2,153541373;1,436525;36,415;2,2460321;26,61137432;3,779110684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_2016;PAK;Pakistan;2016;44633140135;2,598508035;#YOK;2.285;-2,292796607;104,769117;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_2016;PHL;Philippines;2016;79645993668;3,816087537;92,308;2.695;-0,376262662;47,49246386;19,011;1,341907095;26,67300334;7,14945675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_2016;POL;Poland;2016;86829016727;2,548499988;167,965;6.141;-1,068758071;3,942783333;41,052;-0,042985131;49,90642886;3,031177676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_2016;RUS;Russian Federation;2016;2,79377E+11;3,185186119;107,042;5.591;1,91643731;67,05593333;36,586;0,258751057;25,85448298;0,193690071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
