KEY;KOD;Ülke;Yýl;GFCF (Yatýrým);FDI (Yabancý Yatýrým);CPI (Enflasyon);Unemployment (Ýþsizlik);Current_Account (Cari Denge);Exchange_Rate (Kur);Govt_Exp (Devlet Harcamasý);Pop_Growth (Nüfus Artýþý);Export_GDP (Ýhracat);GDP_Growth (TARGET - Tahmin edilecek sütun);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_1972;PRT;Portugal;1972;3258584136;2.48484326714818;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;27.0534166665;EKSÝK VERÝ;-0,154288053;21,33776383;8,015696164;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_1972;NGA;Nigeria;1972;EKSÝK VERÝ;0.208232445520581;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.657894999;EKSÝK VERÝ;2,395394676;EKSÝK VERÝ;3,364262035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_1972;TUR;Turkiye;1972;3228571429;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.415E-05;EKSÝK VERÝ;2,400705208;6,018678658;7,425788326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1973;AFG;Afghanistan;1973;EKSÝK VERÝ;0.211253225749719;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;38.6922615476905;EKSÝK VERÝ;2,534758939;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_1973;AUS;Australia;1973;18556053812;0.190792478260042;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.704113907966658;EKSÝK VERÝ;1,528816914;14,11047863;2,618545874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_1973;ARG;Argentina;1973;10978444356;0.546805321890526;EKSÝK VERÝ;5.6;EKSÝK VERÝ;4.999999999E-11;EKSÝK VERÝ;1,616756118;7,612667721;2,811754038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_1973;AUT;Austria;1973;8959997892;0.0289363084432292;EKSÝK VERÝ;1.2;EKSÝK VERÝ;19.5799999990833;EKSÝK VERÝ;0,554041399;27,02522055;4,890435984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_1973;BGD;Bangladesh;1973;EKSÝK VERÝ;1.50595465286725;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;7.84981599931742;EKSÝK VERÝ;2,863046985;6,539409334;3,325680199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1973;BEL;Belgium;1973;12105104533;1.41245107614379;EKSÝK VERÝ;2.8;EKSÝK VERÝ;38.976499999;EKSÝK VERÝ;0,314658766;48,03194386;6,3817018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA_1973;BRA;Brazil;1973;17026417446;2.41686894524343;EKSÝK VERÝ;2.78;EKSÝK VERÝ;2.65094052783721E-12;EKSÝK VERÝ;2,421036579;7,844873429;13,96872178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAN_1973;CAN;Canada;1973;30188981102;EKSÝK VERÝ;EKSÝK VERÝ;5.6;-1.56059006208338;1.00009014;EKSÝK VERÝ;1,222616584;22,68899885;6,728641348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN_1973;CHN;China;1973;33644743794;-0.0278465294862536;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.98941552463247;EKSÝK VERÝ;2,283395364;4,294531983;7,760000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_1973;CHL;Chile;1973;2263123866;0.231127905255799;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0716419084529154;EKSÝK VERÝ;1,61527935;12,98475218;-5,037756117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL_1973;COL;Colombia;1973;1629750930;0.00693169877408056;EKSÝK VERÝ;EKSÝK VERÝ;-0.530673745745332;23.5716666666667;EKSÝK VERÝ;2,291692644;14,92432966;6,722954969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1973;EGY;Egypt, Arab Rep.;1973;1171045983;EKSÝK VERÝ;EKSÝK VERÝ;1.71;EKSÝK VERÝ;0.397956243179606;EKSÝK VERÝ;2,300294264;13,53515136;3,506830162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EST_1973;EST;Estonia;1973;EKSÝK VERÝ;0.690145024121502;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,960032301;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNK_1973;DNK;Denmark;1973;7896645673;0.429620545406331;EKSÝK VERÝ;0.9;EKSÝK VERÝ;6.049499999;EKSÝK VERÝ;0,604488383;27,9844989;4,719492911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1973;FRA;France;1973;69902180318;0.0667553371471707;EKSÝK VERÝ;2.69;EKSÝK VERÝ;4.45277967399083;EKSÝK VERÝ;0,808254039;18,48136601;6,194584066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_1973;FIN;Finland;1973;5968201338;0.525794354186783;EKSÝK VERÝ;2.45;EKSÝK VERÝ;3.82116666588548;EKSÝK VERÝ;0,567909198;23,60214359;6,983828356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_1973;DEU;Germany;1973;1,10703E+11;0.281344760908128;EKSÝK VERÝ;EKSÝK VERÝ;1.04564676592662;2.67259999908333;EKSÝK VERÝ;0,314942451;15,29110223;4,777486909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_1973;GRC;Greece;1973;7756559264;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;29.625225002;EKSÝK VERÝ;0,454133112;11,59274304;8,092379071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_1973;HUN;Hungary;1973;EKSÝK VERÝ;0.0443300179876363;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;48.966224999;EKSÝK VERÝ;0,322277028;EKSÝK VERÝ;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_1973;IND;India;1973;13603540118;3.57027571297421;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;7.74203856214968;EKSÝK VERÝ;2,250362553;4,208763192;3,295521135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_1973;IDN;Indonesia;1973;2910843373;0.695078158768606;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;415;EKSÝK VERÝ;2,627164069;20,05360263;8,103975535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_1973;IRL;Ireland;1973;1867065406;1.25183003910432;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.408170945299308;EKSÝK VERÝ;1,603875761;34,01938676;4,721428039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_1973;ISR;Israel;1973;3602500000;0.382669860166223;EKSÝK VERÝ;2.64;-4.41081054046823;0.00041946923065526;EKSÝK VERÝ;4,046614977;22,22208358;5,587463926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_1973;ITA;Italy;1973;46585649286;-0.00951387318857229;EKSÝK VERÝ;6.37;-1.61514463554283;582.995833331917;EKSÝK VERÝ;0,678187648;16,06841225;7,125862331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_1973;JPN;Japan;1973;1,75968E+11;EKSÝK VERÝ;EKSÝK VERÝ;1.3;EKSÝK VERÝ;271.701666666083;EKSÝK VERÝ;1,407188741;9,41789277;8,032599975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_1973;LVA;Latvia;1973;EKSÝK VERÝ;0.0284342863261591;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,837374915;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KOR_1973;KOR;Korea, Rep.;1973;3382441881;2.24458024889174;EKSÝK VERÝ;4.04;EKSÝK VERÝ;398.321666666666;EKSÝK VERÝ;1,768292712;23,52321805;14,97469105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MYS_1973;MYS;Malaysia;1973;1726741783;0.826700434153401;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2.44332965486198;EKSÝK VERÝ;2,394900134;41,48373658;11,70108161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MEX_1973;MEX;Mexico;1973;10667184000;0.0879505238336714;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0124999519112712;EKSÝK VERÝ;2,985005627;8,412011577;7,861119861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAR_1973;MAR;Morocco;1973;845158696,7;1.55531301334105;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.10692083233334;EKSÝK VERÝ;2,490454507;20,836714;3,559310832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NLD_1973;NLD;Netherlands;1973;17907208734;1.62197646994892;EKSÝK VERÝ;EKSÝK VERÝ;4.48102589628142;2.79554999908333;EKSÝK VERÝ;0,827331016;45,78820968;5,444223096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NZL_1973;NZL;New Zealand;1973;3184917212;-0.0626622414508386;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.736812125513138;EKSÝK VERÝ;1,95737;24,00825997;7,800277728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAK_1973;PAK;Pakistan;1973;723257353,6;0.519607983170774;#YOK;2;EKSÝK VERÝ;9.99424999991667;#YOK;#YOK;#YOK;#YOK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHL_1973;PHL;Philippines;1973;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;4.77;EKSÝK VERÝ;6.75628333233333;EKSÝK VERÝ;2,222274919;EKSÝK VERÝ;8,782009122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POL_1973;POL;Poland;1973;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.0003349999999;EKSÝK VERÝ;0,908113633;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUS_1973;RUS;Russian Federation;1973;EKSÝK VERÝ;-4.18742324543187;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,57450135;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAU_1973;SAU;Saudi Arabia;1973;2089522200;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;16.8579884104886;3.70658904010294;EKSÝK VERÝ;5,009043756;99,70399249;22,49510166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVN_1973;SVN;Slovenia;1973;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,822072701;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SVK_1973;SVK;Slovak Republic;1973;EKSÝK VERÝ;0.0823116579300609;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,970405427;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAF_1973;ZAF;South Africa;1973;7856371918;0.496288302886083;EKSÝK VERÝ;EKSÝK VERÝ;-0.77682927751757;0.693959098021092;EKSÝK VERÝ;2,859292219;21,68695577;4,571944746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESP_1973;ESP;Spain;1973;21433106796;0.141546241352094;EKSÝK VERÝ;2.49;EKSÝK VERÝ;58.2600833323333;EKSÝK VERÝ;1,104937604;13,34533265;7,788465342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWE_1973;SWE;Sweden;1973;16276002793;EKSÝK VERÝ;EKSÝK VERÝ;2.46;2.44730745363189;4.367249999;EKSÝK VERÝ;0,17236408;25,13161548;3,967981156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHE_1973;CHE;Switzerland;1973;18736189333;0.718116752958313;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;3.16483333241667;EKSÝK VERÝ;0,738225529;38,99336139;3,049907377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THA_1973;THA;Thailand;1973;2436949775;1.41412745627602;EKSÝK VERÝ;0.43;EKSÝK VERÝ;20.6195816363913;EKSÝK VERÝ;2,637601838;18,60288186;10,23643301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GBR_1973;GBR;United Kingdom;1973;48562765801;0.135402869137687;EKSÝK VERÝ;2.6;-1.25254746763939;0.408170945299307;EKSÝK VERÝ;0,193198186;22,68246558;7,313524242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA_1973;USA;United States;1973;3,16688E+11;-0.125544634997047;EKSÝK VERÝ;4.9;0.53178950676874;1;EKSÝK VERÝ;0,954476729;6,68378028;5,645679763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISL_1973;ISL;Iceland;1973;422402085,9;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.901341666520921;EKSÝK VERÝ;1,509090126;33,85466;6,806009699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CZE_1973;CZE;Czechia;1973;EKSÝK VERÝ;0.629532460326749;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,552141692;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRT_1973;PRT;Portugal;1973;4330163532;2.45995625061216;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;24.5151666664167;EKSÝK VERÝ;0,03093226;20,94040018;11,2006719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NGA_1973;NGA;Nigeria;1973;EKSÝK VERÝ;0.303846153846154;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.657894999;EKSÝK VERÝ;2,494808386;EKSÝK VERÝ;5,392760484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUR_1973;TUR;Turkiye;1973;4078571429;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.415E-05;EKSÝK VERÝ;2,313155721;7,032967033;3,262334518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFG_1974;AFG;Afghanistan;1974;EKSÝK VERÝ;1.49038753415601;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;38.3787089832034;EKSÝK VERÝ;2,526844215;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUS_1974;AUS;Australia;1974;25338246131;0.0247388145324033;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.696665868638096;EKSÝK VERÝ;2,531220259;13,11109273;4,106611013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARG_1974;ARG;Argentina;1974;16124666971;0.505114355750835;EKSÝK VERÝ;3.4;EKSÝK VERÝ;4.999999999E-11;EKSÝK VERÝ;1,644732158;6,902570798;5,533804396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AUT_1974;AUT;Austria;1974;10642120878;0.0175824730598327;EKSÝK VERÝ;1.3;EKSÝK VERÝ;18.692499999;EKSÝK VERÝ;0,170205768;29,22885463;3,942138196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BGD_1974;BGD;Bangladesh;1974;EKSÝK VERÝ;2.02915856675675;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;8.22600224121538;EKSÝK VERÝ;2,83120108;3,701075465;9,5919563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEL_1974;BEL;Belgium;1974;15072935998;1.10014598451496;EKSÝK VERÝ;3;EKSÝK VERÝ;38.951499999;EKSÝK VERÝ;0,314633665;52,89335806;4,565258509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRA_1974;BRA;Brazil;1974;23985056668;2.31348693195366;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;2.9383610615176E-12;EKSÝK VERÝ;2,396658792;7,673127811;8,153938685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAN_1974;CAN;Canada;1974;38034764826;EKSÝK VERÝ;EKSÝK VERÝ;5.4;-2.83954249793828;0.978017525583334;EKSÝK VERÝ;1,396021669;23,99365126;3,357776005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHN_1974;CHN;China;1974;38293247656;0.013928826885466;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;1.96110708887637;EKSÝK VERÝ;2,065955013;4,994561184;2,310000003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHL_1974;CHL;Chile;1974;2910034982;0.330555070407482;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.592826261289235;EKSÝK VERÝ;1,587422562;19,09155869;1,249580012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COL_1974;COL;Colombia;1974;2027611399;0.00140860892861163;EKSÝK VERÝ;EKSÝK VERÝ;-2.84487209687521;26.0616666666667;EKSÝK VERÝ;2,250351905;14,54011365;5,745757189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGY_1974;EGY;Egypt, Arab Rep.;1974;1413047995;EKSÝK VERÝ;EKSÝK VERÝ;2.3;EKSÝK VERÝ;0.391303667451088;EKSÝK VERÝ;2,311556864;20,36741034;1,558938572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EST_1974;EST;Estonia;1974;EKSÝK VERÝ;0.703282019779482;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,865266081;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNK_1974;DNK;Denmark;1974;8477921377;0.653126351906491;EKSÝK VERÝ;2.1;EKSÝK VERÝ;6.094899999;EKSÝK VERÝ;0,46559401;30,68751585;-0,964267384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRA_1974;FRA;France;1974;77101609384;0.140839194791235;EKSÝK VERÝ;2.86;EKSÝK VERÝ;4.80961847285583;EKSÝK VERÝ;0,661593219;21,7154098;4,414713764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIN_1974;FIN;Finland;1974;7898120372;0.487093756908346;EKSÝK VERÝ;1.61;EKSÝK VERÝ;3.7737499992161;EKSÝK VERÝ;0,523542996;25,67861579;3,236533436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEU_1974;DEU;Germany;1974;1,11411E+11;0.268013766161626;EKSÝK VERÝ;EKSÝK VERÝ;2.03272304257914;2.587749999;EKSÝK VERÝ;0,038969223;18,16077867;0,890068699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRC_1974;GRC;Greece;1974;6755397727;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;30.000300003;EKSÝK VERÝ;0,368183314;14,16104554;-6,43824057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN_1974;HUN;Hungary;1974;EKSÝK VERÝ;0.057240979881568;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;46.752399999;EKSÝK VERÝ;0,446325662;EKSÝK VERÝ;5,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IND_1974;IND;India;1974;16525822285;0.705825550989914;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;8.1016032272183;EKSÝK VERÝ;2,300095067;4,831321003;1,185336255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDN_1974;IDN;Indonesia;1974;4330120482;0.648358917502276;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;415;EKSÝK VERÝ;2,573798069;28,99794546;7,634672906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRL_1974;IRL;Ireland;1974;1921802615;0.489151119130453;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0.427756439747663;EKSÝK VERÝ;1,656675285;38,10755261;4,260230302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ISR_1974;ISR;Israel;1974;5017500000;0.297638851948152;EKSÝK VERÝ;3.05;-9.10170475239164;0.000445153398230699;EKSÝK VERÝ;2,975426108;21,48770988;6,476161415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITA_1974;ITA;Italy;1974;55685954153;0.0412214789479444;EKSÝK VERÝ;5.38;-4.13523828552244;650.343333331833;EKSÝK VERÝ;0,654388936;18,48142228;5,500141097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JPN_1974;JPN;Japan;1974;1,86706E+11;EKSÝK VERÝ;EKSÝK VERÝ;1.4;EKSÝK VERÝ;292.08249999925;EKSÝK VERÝ;1,329582019;12,76157959;-1,225239828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LVA_1974;LVA;Latvia;1974;EKSÝK VERÝ;0.0100700219090773;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;EKSÝK VERÝ;0,880573503;EKSÝK VERÝ;EKSÝK VERÝ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
